event_time,coef,se,ci_lo,ci_hi
-4,0.02284822175368642,0.010100775317719017,0.003050702130957147,0.04264574137641569
-3,0.025654374898341582,0.011062271924587785,0.0039723219261495225,0.047336427870533646
-2,0.015334004034730883,0.009019654766939132,-0.0023445193084698154,0.03301252737793158
0,0.007609935663288859,0.0061729854617033,-0.00448911584164961,0.01970898716822733
1,0.00411199351232105,0.007816569193063668,-0.01120848210608374,0.01943246913072584
2,0.003949980986841561,0.008427541430831163,-0.012568000217587517,0.02046796219127064
3,-0.004350328382012766,0.008836752657257887,-0.021670363590238224,0.012969706826212693
4,-0.014673892707060486,0.009553296471587692,-0.03339835379137236,0.004050568377251389
